appointment_id,pet_owner_id,pet_id,groomer_id,appointment_datetime,cost
606,413,1,516,2025-09-28 18:54:55,141
607,379,3,600,2026-02-21 06:35:31,100
608,471,2,555,2026-11-16 16:53:59,104
609,60,2,554,2025-09-19 15:39:46,113
610,184,1,541,2027-11-04 14:28:42,88
611,89,2,557,2025-03-04 04:32:39,120
612,81,1,534,2026-09-28 20:17:05,83
613,279,3,573,2027-04-30 22:38:44,103
614,124,1,543,2025-10-19 01:19:55,149
615,346,3,535,2026-05-14 04:32:13,147
616,440,2,572,2026-05-24 22:42:47,104
617,314,2,572,2025-08-16 00:29:56,85
618,352,2,595,2027-04-09 13:06:27,117
619,83,1,514,2026-05-08 08:44:15,123
620,362,1,540,2025-03-23 21:15:03,96
621,412,2,564,2026-05-09 01:55:39,103
622,291,3,507,2025-04-13 19:20:22,108
623,445,1,566,2026-12-25 18:49:32,119
624,433,1,538,2027-01-03 00:22:08,150
625,354,2,529,2026-09-04 08:00:06,103
626,284,2,532,2027-02-26 07:55:16,108
627,188,1,509,2027-08-01 20:45:52,144
628,271,1,502,2026-06-09 02:14:50,82
629,218,2,518,2025-03-02 21:24:39,136
630,240,2,584,2025-03-19 10:36:15,104
631,444,2,553,2027-07-02 17:18:15,135
632,175,2,591,2026-06-17 23:31:25,132
633,426,3,599,2025-08-26 09:55:40,94
634,357,1,570,2027-09-09 02:12:22,147
635,321,3,549,2025-01-21 14:17:53,151
636,53,2,599,2025-04-17 07:25:54,88
637,225,2,571,2025-08-11 02:57:23,97
638,366,1,556,2027-01-31 06:11:03,126
639,201,1,548,2027-11-17 13:54:06,143
640,389,1,531,2025-09-27 20:39:32,138
641,310,1,565,2025-05-24 22:26:14,134
642,380,2,527,2025-04-15 03:09:09,132
643,493,1,599,2027-01-19 10:56:51,83
644,371,1,512,2027-05-27 14:40:36,99
645,280,2,578,2026-05-24 18:07:02,90
646,26,1,538,2026-09-09 13:23:46,134
647,292,1,529,2025-12-05 08:05:53,93
648,320,2,552,2026-10-26 10:54:44,127
649,337,1,555,2027-04-21 12:14:33,107
650,187,1,586,2026-02-19 13:43:59,117
651,304,2,554,2026-03-28 23:55:34,103
652,383,2,524,2025-02-17 05:51:34,114
653,109,1,538,2025-04-14 03:43:40,123
654,34,2,540,2025-06-20 11:49:59,92
655,449,2,536,2026-01-19 05:36:39,98
656,47,3,502,2026-07-24 03:16:25,97
657,423,2,530,2025-03-09 17:44:24,134
658,71,3,502,2026-11-23 16:34:26,88
659,394,2,521,2027-08-31 11:42:27,129
660,496,1,529,2027-01-23 11:38:03,82
661,314,2,540,2025-12-29 10:32:40,80
662,291,2,552,2025-02-14 19:22:18,123
663,411,2,519,2026-11-29 06:43:50,83
664,475,1,540,2025-07-13 15:13:39,84
665,495,1,563,2027-10-23 19:38:00,146
666,228,2,584,2026-04-26 20:26:47,123
667,454,2,542,2027-07-16 11:16:00,157
668,241,2,514,2026-04-28 17:02:50,140
669,33,1,526,2027-08-21 11:33:10,76
670,82,1,518,2026-11-03 21:25:03,153
671,420,2,514,2025-10-09 08:37:37,122
672,228,1,563,2026-08-02 17:45:00,158
673,35,1,559,2026-03-20 17:02:39,93
674,169,2,549,2027-04-13 04:20:06,138
675,432,1,559,2025-03-23 14:12:02,86
676,385,2,521,2027-01-26 00:26:16,110
677,326,2,574,2025-04-05 15:58:14,93
678,321,3,585,2025-04-16 07:53:46,159
679,72,1,562,2025-03-06 13:40:40,83
680,312,1,518,2025-01-16 19:54:40,152
681,191,3,565,2025-02-04 15:52:39,155
682,374,2,546,2025-04-21 01:11:00,86
683,457,1,528,2025-07-23 06:26:11,95
684,158,1,555,2027-08-08 19:49:42,102
685,436,2,518,2026-02-06 17:09:24,128
686,368,3,583,2026-10-17 19:56:51,160
687,252,1,517,2024-12-22 21:29:45,108
688,470,1,583,2026-04-12 02:34:26,147
689,110,3,595,2026-04-25 10:52:49,118
690,255,2,501,2026-10-07 14:19:32,142
691,472,1,538,2027-04-08 05:13:05,131
692,142,3,591,2027-01-23 12:23:06,134
693,239,1,587,2027-09-08 10:32:08,113
694,471,2,550,2026-07-20 00:11:17,120
695,154,1,524,2025-01-20 00:49:53,127
696,139,2,560,2025-09-18 00:57:25,115
697,13,1,521,2025-01-22 14:26:21,135
698,241,1,505,2026-05-24 06:47:50,90
699,75,3,558,2025-08-06 02:28:05,82
700,129,1,587,2026-02-12 05:50:12,137
701,208,2,565,2027-04-22 10:07:21,136
702,390,1,592,2027-10-27 10:37:57,118
703,384,2,566,2027-04-29 06:49:51,94
704,169,2,513,2025-02-08 09:17:23,124
705,464,1,568,2027-06-14 08:42:34,78
706,281,3,579,2027-06-13 02:31:39,150
707,339,1,571,2027-07-15 08:40:36,97
708,60,3,515,2027-05-26 16:38:23,106
709,155,1,588,2027-07-10 12:05:35,113
710,122,3,517,2025-08-09 17:36:27,101
711,407,1,520,2025-08-15 02:00:11,123
712,158,2,582,2025-10-31 09:29:07,96
713,115,2,562,2025-09-23 12:16:48,94
714,342,2,501,2025-08-06 02:42:51,137
715,405,1,505,2027-03-17 04:24:19,113
716,381,1,562,2025-01-01 07:00:23,110
717,8,3,524,2025-07-04 11:36:51,126
718,91,2,530,2027-09-27 04:30:23,134
719,223,1,504,2026-06-03 10:55:09,146
720,488,1,562,2025-03-10 21:07:02,81
721,228,1,594,2025-06-29 02:35:36,136
722,288,2,526,2025-09-10 21:45:23,74
723,273,1,576,2027-02-26 03:29:16,132
724,213,2,588,2027-09-28 07:53:46,94
725,480,3,525,2025-05-28 22:57:08,138
726,205,2,583,2026-07-24 01:03:38,140
727,499,3,567,2025-12-25 22:22:39,119
728,40,3,520,2027-01-22 10:34:17,126
729,358,1,528,2027-04-17 03:53:27,88
730,138,1,532,2027-04-14 19:03:13,107
731,367,1,501,2027-07-28 22:43:03,142
732,84,1,527,2025-11-11 06:12:50,151
733,499,1,530,2025-08-08 23:44:31,140
734,14,2,586,2026-08-04 16:27:28,99
735,390,2,523,2026-02-20 05:59:07,85
736,494,1,547,2027-02-23 05:02:28,115
737,58,1,575,2027-06-15 06:39:35,80
738,219,2,515,2027-05-19 08:11:39,101
739,279,3,525,2025-05-03 04:11:14,148
740,475,2,581,2027-04-06 17:46:47,139
741,218,2,538,2026-11-25 09:21:04,128
742,102,1,572,2026-02-09 00:13:01,85
743,34,1,527,2024-12-16 04:08:15,147
744,80,1,578,2026-05-18 03:15:56,98
745,374,3,514,2025-02-25 07:35:36,134
746,219,2,536,2025-02-19 17:10:02,97
747,457,3,548,2027-11-15 05:21:20,150
748,12,1,572,2026-03-12 23:16:36,98
749,414,1,543,2026-01-17 04:05:29,155
750,189,2,542,2025-03-27 22:39:16,164
751,496,2,518,2026-06-21 19:44:26,150
752,434,1,573,2025-02-12 01:34:13,129
753,325,3,501,2026-04-08 15:30:02,141
754,86,2,530,2025-12-18 23:42:22,146
755,418,1,511,2027-01-10 15:12:35,86
756,446,1,592,2025-06-13 05:22:44,135
757,21,2,586,2025-11-01 22:09:46,104
758,359,2,556,2027-01-02 07:22:59,120
759,241,2,512,2026-03-05 01:24:21,96
760,462,3,594,2027-02-02 10:40:34,159
761,449,1,561,2025-10-26 17:55:35,135
762,414,1,582,2026-10-09 12:22:45,107
763,274,2,594,2025-12-26 07:34:39,151
764,222,2,515,2026-05-21 10:14:40,93
765,305,2,551,2026-03-28 11:16:33,103
766,301,1,540,2027-05-18 14:30:49,85
767,107,1,542,2027-04-21 02:00:23,148
768,201,2,526,2027-09-05 15:23:19,84
769,409,1,578,2025-07-04 05:30:29,105
770,385,3,583,2026-07-12 20:39:17,134
771,244,1,597,2027-03-23 02:04:30,122
772,491,1,511,2025-12-03 13:02:39,68
773,392,2,581,2024-12-03 08:47:43,165
774,53,2,599,2025-03-01 03:01:52,96
775,316,1,553,2026-11-25 05:14:34,121
776,374,3,530,2024-11-25 05:41:10,129
777,442,2,533,2027-10-13 09:52:14,132
778,480,1,575,2027-11-17 11:45:17,104
779,173,1,560,2025-05-25 08:34:06,119
780,144,1,543,2025-05-17 13:57:21,131
781,41,2,504,2026-06-17 02:53:01,148
782,163,1,526,2026-02-07 03:21:26,79
783,12,2,504,2025-10-30 05:43:38,125
784,336,1,513,2025-09-21 12:18:16,121
785,364,3,560,2027-06-11 11:29:14,114
786,416,1,584,2025-08-19 21:10:39,115
787,470,1,597,2026-01-22 21:14:34,130
788,154,2,569,2025-10-22 17:34:40,83
789,268,2,529,2026-02-08 22:29:34,103
790,227,2,588,2027-08-08 22:43:32,119
791,34,2,534,2025-10-05 16:57:34,65
792,335,1,521,2025-11-14 05:50:58,129
793,64,2,523,2025-06-15 21:02:03,68
794,369,1,597,2026-07-29 10:49:18,115
795,57,1,525,2025-09-21 13:29:34,136
796,266,2,526,2025-08-01 14:48:47,81
797,412,1,528,2027-05-13 14:52:36,87
798,147,3,599,2027-08-24 13:36:09,83
799,83,2,505,2024-12-03 22:34:45,104
800,402,2,503,2026-05-09 09:17:37,125
801,105,1,529,2024-12-29 18:28:35,98
802,487,3,522,2027-06-22 21:18:37,83
803,486,1,513,2025-09-18 13:36:26,133
804,424,2,579,2027-01-20 16:25:56,142
805,40,2,547,2026-06-30 21:45:09,114
806,302,1,546,2025-07-06 23:53:39,92
807,357,1,578,2027-04-12 22:11:56,110
808,227,3,534,2026-03-11 06:32:42,66
809,113,2,502,2026-10-06 01:30:30,107
810,336,1,567,2026-02-06 21:42:13,101
811,456,1,574,2025-11-28 16:12:20,104
812,307,1,552,2025-09-24 11:29:58,131
813,198,1,589,2026-01-09 23:23:13,72
814,262,2,522,2025-01-25 21:30:07,89
815,389,2,503,2026-08-21 00:44:16,128
816,83,3,564,2027-04-04 00:34:49,99
817,85,2,592,2027-04-26 05:39:56,129
818,191,2,508,2026-10-12 03:14:47,117
819,105,2,540,2024-11-29 10:43:20,103
820,135,1,592,2027-06-01 20:30:53,131
821,265,1,506,2025-08-27 13:52:48,105
822,187,3,570,2025-08-05 23:14:59,121
823,219,2,593,2027-10-26 21:58:43,102
824,339,2,559,2026-12-14 16:25:13,84
825,435,2,585,2026-02-09 21:36:32,151
826,459,2,525,2025-06-27 06:49:41,143
827,193,2,576,2026-01-08 11:17:55,152
828,298,1,530,2026-04-29 19:40:54,144
829,89,1,506,2025-09-30 14:46:15,122
830,128,2,575,2024-12-31 12:50:22,87
831,88,3,515,2026-10-15 09:22:35,95
832,40,2,598,2026-04-24 03:57:32,157
833,338,2,519,2025-03-15 05:21:43,89
834,156,1,555,2026-09-15 07:38:59,94
835,351,1,587,2026-04-28 14:32:23,136
836,353,2,511,2026-02-27 13:04:49,89
837,256,1,532,2027-11-07 10:02:36,95
838,372,2,502,2027-08-18 00:26:06,107
839,230,1,547,2025-02-10 23:21:00,116
840,453,3,573,2025-03-13 23:00:18,100
841,450,1,597,2026-02-05 19:32:38,121
842,494,1,594,2026-11-06 08:03:46,134
843,11,1,504,2026-08-16 15:44:52,136
844,288,2,581,2026-09-29 17:46:19,149
845,84,2,562,2025-09-16 19:56:39,82
846,446,1,532,2025-05-24 02:45:19,96
847,329,1,600,2025-09-11 12:24:48,98
848,198,2,570,2027-08-27 03:03:01,127
849,408,1,571,2025-08-10 07:22:08,114
850,208,2,536,2025-08-29 06:54:28,107
851,398,1,539,2026-10-16 01:47:53,118
852,174,1,527,2026-06-04 19:41:21,161
853,490,1,526,2027-01-19 13:54:16,74
854,119,1,528,2027-05-16 07:40:45,97
855,145,2,513,2025-10-10 08:25:09,122
856,254,2,560,2025-08-28 13:29:32,113
857,3,1,567,2026-07-10 12:17:21,101
858,107,1,507,2026-10-30 02:13:45,103
859,423,2,523,2027-10-08 02:05:39,76
860,51,1,527,2027-06-02 20:28:58,147
861,156,1,589,2026-06-28 14:12:41,64
862,267,1,525,2026-02-07 21:11:32,138
863,369,2,542,2026-11-03 14:01:50,160
864,123,2,520,2027-01-20 14:04:12,129
865,303,2,593,2025-02-03 19:32:24,91
866,103,2,579,2026-09-10 18:56:51,157
867,462,1,572,2025-12-23 16:04:46,94
868,151,1,540,2025-05-31 23:32:22,82
869,500,3,552,2027-03-09 09:52:24,122
870,16,1,515,2027-08-27 05:48:18,90
871,217,3,568,2026-09-19 08:56:27,75
872,311,1,570,2025-04-01 22:43:04,129
873,407,3,572,2026-10-28 02:19:37,107
874,440,3,594,2025-03-21 01:10:54,155
875,497,1,588,2026-02-09 08:32:43,116
876,84,1,572,2026-08-11 15:45:33,100
877,462,3,557,2025-06-07 07:39:34,115
878,187,1,575,2027-03-08 19:45:36,82
879,190,2,598,2025-09-16 22:57:11,148
880,93,1,596,2027-02-20 15:29:18,118
881,296,1,576,2026-03-15 13:35:34,157
882,259,1,515,2025-07-17 18:24:44,86
883,56,1,549,2026-12-29 13:43:23,155
884,88,1,545,2026-03-15 16:05:03,125
885,258,1,592,2026-12-28 22:31:35,135
886,439,2,528,2025-06-26 13:19:44,88
887,220,2,521,2027-10-18 13:55:38,132
888,211,3,554,2026-07-11 03:50:01,100
889,428,1,520,2026-05-09 13:58:36,129
890,318,3,591,2027-08-03 17:10:17,145
891,178,3,558,2026-10-19 02:45:51,104
892,385,3,556,2026-04-16 00:04:06,105
893,88,3,550,2027-10-21 01:54:51,134
894,252,3,588,2026-09-21 08:15:00,92
895,435,2,599,2027-10-09 04:05:38,93
896,130,2,570,2026-04-11 01:30:39,150
897,365,1,550,2027-07-23 07:01:04,124
898,103,3,541,2025-11-19 12:17:12,83
899,401,2,552,2027-07-13 22:02:14,130
900,439,2,534,2027-06-08 06:45:59,87
901,388,1,531,2026-07-02 04:49:02,150
902,473,2,543,2026-02-13 16:03:30,135
903,254,3,564,2025-05-07 14:04:03,124
904,436,2,591,2025-05-10 23:25:20,143
905,82,3,510,2027-07-08 00:59:29,106
906,477,2,549,2027-02-27 14:17:43,146
907,405,1,599,2027-06-08 10:47:43,96
908,20,1,526,2027-06-19 14:52:55,70
909,148,1,563,2026-08-20 21:21:22,148
910,299,3,530,2026-10-26 17:47:57,136
911,90,1,528,2027-08-22 11:00:58,76
912,74,2,521,2025-05-11 20:26:50,112
913,498,1,594,2026-07-08 16:31:56,147
914,304,3,501,2025-08-21 21:08:28,138
915,279,2,509,2025-10-06 00:47:53,143
916,300,2,527,2027-03-26 05:50:25,145
917,368,2,577,2025-05-22 13:42:58,84
918,454,1,597,2027-03-25 14:35:04,128
919,389,1,574,2024-12-10 21:46:46,92
920,291,2,553,2025-03-17 04:51:33,118
921,58,1,564,2027-10-11 03:10:21,120
922,255,1,598,2026-10-20 10:33:46,156
923,37,1,578,2025-09-20 16:16:19,94
924,66,3,563,2026-11-06 08:27:03,149
925,472,1,548,2026-11-27 20:29:16,138
926,474,1,582,2027-07-04 19:55:15,93
927,198,1,506,2024-12-21 23:32:08,110
928,367,2,521,2025-07-11 23:29:01,128
929,422,2,588,2025-12-07 21:01:37,119
930,105,2,514,2025-03-03 21:49:41,132
931,412,3,531,2027-10-11 16:16:12,156
932,60,1,572,2026-03-08 04:55:28,83
933,432,1,560,2027-09-12 22:42:20,121
934,269,3,593,2027-09-30 22:49:14,91
935,363,1,584,2027-09-23 04:28:10,120
936,80,1,537,2026-06-19 00:59:27,125
937,480,3,589,2026-04-08 01:59:08,86
938,145,1,584,2027-11-18 11:35:30,124
939,467,1,558,2025-12-08 10:02:21,85
940,416,1,504,2025-12-15 14:11:43,141
941,306,1,586,2025-02-23 01:00:24,92
942,415,2,547,2024-12-20 04:35:50,112
943,90,3,543,2027-11-17 20:25:51,136
944,89,2,549,2027-11-03 02:42:12,130
945,266,2,512,2024-12-17 16:51:30,99
946,3,3,549,2026-04-18 05:58:04,136
947,373,1,560,2025-02-01 06:50:43,133
948,54,1,545,2027-09-25 01:29:53,120
949,457,3,558,2025-10-22 15:50:59,84
950,330,1,588,2026-09-08 21:31:06,110
951,259,3,551,2024-11-24 16:50:36,109
952,332,1,512,2025-12-30 17:23:52,100
953,87,3,599,2027-07-21 14:35:00,90
954,326,1,562,2026-01-22 22:32:55,95
955,314,2,592,2027-09-08 09:09:37,127
956,88,2,528,2026-03-28 07:57:16,89
957,30,1,533,2025-12-01 12:59:37,153
958,354,1,512,2025-09-18 23:49:09,112
959,354,2,535,2027-06-12 20:22:20,128
960,376,1,577,2025-07-02 03:00:02,109
961,406,1,589,2026-02-12 22:19:44,87
962,347,2,536,2026-11-05 04:02:38,103
963,112,1,560,2026-10-03 13:50:44,113
964,155,1,600,2026-07-12 04:19:00,108
965,318,3,546,2025-05-28 11:25:48,83
966,12,3,507,2027-09-17 18:54:16,106
967,296,2,588,2026-07-21 07:01:56,107
968,438,1,579,2025-05-04 09:38:48,144
969,349,2,570,2026-04-17 05:56:32,134
970,277,2,524,2025-03-12 16:00:14,108
971,428,1,563,2027-08-14 15:36:31,143
972,223,3,553,2027-11-10 04:10:28,117
973,1,1,503,2027-04-30 11:50:35,142
974,403,1,533,2026-11-14 04:03:59,142
975,486,1,551,2025-02-21 16:20:27,97
976,330,3,588,2026-09-03 09:09:19,101
977,317,3,576,2026-03-22 12:59:21,144
978,478,1,539,2025-02-12 00:12:24,90
979,78,1,577,2026-10-04 17:27:50,95
980,158,2,600,2025-02-05 16:03:56,113
981,244,1,567,2026-02-18 23:49:59,128
982,132,2,554,2025-09-20 14:19:42,127
983,191,2,553,2027-06-30 11:17:41,136
984,113,2,565,2026-11-19 10:49:34,143
985,354,1,512,2025-05-25 19:38:16,92
986,78,2,552,2027-05-03 10:47:15,131
987,496,2,501,2026-05-10 02:38:02,143
988,420,1,503,2027-01-18 19:26:32,140
989,235,1,511,2026-04-01 10:38:24,74
990,65,1,512,2027-01-27 03:29:18,99
991,451,2,561,2027-04-03 10:26:05,112
992,320,3,504,2026-09-24 13:17:16,152
993,359,1,544,2027-04-29 16:52:32,135
994,63,1,593,2026-07-09 13:47:23,92
995,488,1,543,2026-05-07 18:06:14,133
996,237,2,569,2027-01-04 20:47:36,83
997,70,1,569,2024-11-29 18:30:13,104
998,152,3,566,2027-01-15 09:20:30,105
999,280,3,564,2026-12-26 01:56:52,115
1000,280,3,593,2025-06-17 06:14:40,88
1001,374,3,542,2027-10-31 02:55:40,161
1002,59,1,541,2025-02-06 13:06:57,72
1003,491,2,556,2027-04-30 16:27:10,113
1004,146,1,564,2025-02-07 10:00:39,98
1005,201,2,554,2026-06-17 08:02:13,111
1006,144,1,541,2025-03-12 18:26:03,94
1007,407,1,515,2027-04-30 09:38:56,85
1008,228,2,544,2027-02-26 17:20:18,141
1009,405,2,543,2026-05-29 06:39:42,142
1010,121,2,535,2024-12-05 16:29:29,120
1011,208,2,534,2025-01-08 18:51:53,81
1012,259,2,520,2027-08-13 04:58:29,111
1013,318,1,573,2026-04-29 16:13:18,105
1014,271,1,526,2025-03-17 02:05:08,83
1015,74,2,514,2025-05-03 11:33:46,144
1016,23,2,539,2025-06-20 08:01:23,118
1017,3,2,527,2025-07-01 16:45:15,133
1018,477,1,516,2026-03-29 06:41:46,113
1019,481,1,501,2026-03-04 02:50:59,124
1020,435,1,587,2026-12-26 23:14:57,117
1021,32,2,562,2027-10-16 07:32:14,101
1022,272,2,558,2025-08-04 16:13:14,98
1023,333,2,532,2025-12-16 11:43:13,111
1024,161,3,516,2026-01-10 02:31:08,135
1025,199,2,525,2025-03-28 02:30:53,145
1026,76,1,551,2026-02-04 11:49:14,89
1027,447,2,572,2026-07-22 13:16:12,87
1028,184,2,511,2026-07-30 03:19:14,67
1029,359,2,569,2027-01-31 08:14:06,105
1030,317,3,502,2025-11-18 17:14:26,91
1031,208,1,561,2026-10-21 16:13:01,122
1032,98,1,547,2027-07-13 09:52:14,133
1033,423,1,560,2027-02-28 07:13:18,142
1034,8,1,528,2026-02-28 04:22:26,78
1035,122,2,596,2027-09-08 16:07:43,116
1036,428,1,536,2025-05-19 17:01:51,96
1037,147,3,510,2025-05-10 02:07:40,87
1038,305,3,509,2025-02-16 08:40:08,149
1039,54,1,587,2026-09-29 04:48:13,140
1040,5,3,566,2026-11-16 09:46:25,104
1041,188,3,553,2026-12-16 14:12:32,128
1042,365,3,543,2025-10-10 09:11:40,150
1043,66,3,583,2026-07-24 00:55:29,131
1044,29,1,545,2024-12-02 11:45:34,97
1045,198,1,589,2025-12-20 23:51:51,77
1046,199,2,590,2027-08-08 08:24:20,112
1047,349,1,573,2027-05-02 02:58:32,108
1048,460,1,565,2026-06-11 14:35:55,130
1049,482,1,515,2027-07-06 14:29:13,92
1050,327,1,554,2025-02-19 15:33:01,113
1051,381,1,532,2025-09-29 15:20:54,118
1052,418,1,530,2026-05-09 17:25:19,137
1053,492,1,538,2025-07-08 14:19:46,131
1054,394,2,587,2027-05-25 13:37:14,129
1055,381,1,543,2025-06-23 22:13:13,143
1056,223,1,532,2024-12-14 22:23:23,109
1057,192,2,582,2024-12-15 10:02:49,108
1058,450,3,580,2026-04-11 04:35:41,143
1059,88,1,596,2026-02-18 23:42:33,128
1060,201,2,547,2025-01-09 04:31:25,120
1061,105,1,505,2027-03-16 14:30:34,89
1062,496,2,501,2026-03-23 14:19:12,124
1063,354,2,539,2025-01-23 18:02:20,95
1064,167,3,537,2027-07-08 12:47:56,129
1065,145,2,570,2027-07-11 04:27:36,132
1066,422,3,566,2027-02-14 14:24:35,107
1067,439,2,524,2024-12-31 11:12:50,124
1068,394,2,515,2025-01-18 18:47:32,105
1069,499,3,570,2027-04-18 04:42:57,150
1070,319,1,555,2025-04-30 21:04:25,90
1071,475,1,596,2026-04-07 23:55:21,130
1072,141,1,525,2025-08-11 12:42:38,127
1073,190,1,506,2027-02-04 02:08:56,122
1074,491,1,561,2027-01-14 14:15:21,129
1075,381,2,560,2025-01-08 03:31:05,115
1076,422,3,563,2026-06-23 09:08:18,140
1077,344,2,565,2026-11-25 16:41:54,133
1078,130,2,564,2025-12-29 14:30:20,120
1079,369,1,571,2025-04-20 04:52:02,116
1080,327,2,593,2027-06-07 17:29:27,88
1081,445,3,567,2026-02-18 00:36:44,126
1082,41,1,555,2025-12-11 00:29:51,86
1083,24,1,522,2027-03-01 12:56:52,75
1084,53,2,522,2025-01-09 05:31:15,74
1085,229,2,530,2026-04-25 10:17:10,157
1086,474,1,562,2025-12-04 22:28:20,110
1087,211,1,568,2027-05-27 23:43:25,71
1088,360,1,560,2024-11-27 23:41:29,121
1089,297,1,586,2025-03-27 13:32:45,105
1090,291,3,501,2027-02-15 17:19:56,123
1091,445,2,576,2025-06-18 15:31:55,140
1092,490,3,588,2026-03-21 13:12:43,109
1093,326,1,526,2026-12-20 20:00:11,84
1094,263,1,566,2027-06-22 10:03:45,98
1095,255,1,513,2027-03-07 06:13:59,130
1096,379,1,553,2026-03-20 13:54:57,111
1097,499,1,596,2025-05-16 10:08:25,122
1098,450,2,508,2025-03-24 14:27:22,127
1099,144,1,511,2026-01-25 04:31:29,91
1100,378,1,578,2026-08-06 17:17:42,90
1101,457,2,568,2026-05-24 13:23:49,80
1102,235,3,588,2027-02-27 23:37:12,99
1103,143,3,583,2027-06-11 04:03:04,153
1104,441,3,557,2027-05-19 10:02:42,110
1105,95,1,587,2025-03-18 21:13:19,116
1106,346,2,521,2026-07-20 12:45:07,135
1107,407,3,519,2026-01-28 08:50:13,79
1108,175,3,585,2027-10-06 04:00:24,158
1109,380,3,525,2027-04-29 17:05:27,155
1110,62,2,583,2026-10-21 15:50:22,134
1111,67,2,521,2026-11-26 14:17:50,132
1112,265,1,529,2027-02-12 05:32:09,87
1113,276,1,540,2026-03-18 17:58:09,108
1114,482,1,515,2027-07-19 01:23:46,86
1115,407,3,555,2026-12-09 23:11:31,102
1116,229,1,530,2027-11-02 12:43:25,139
1117,61,1,594,2025-03-12 00:01:56,151
1118,303,2,557,2026-12-30 05:50:43,117
1119,109,3,583,2025-05-10 10:45:21,133
1120,187,3,551,2024-11-28 09:04:22,96
1121,167,1,509,2025-12-17 08:34:48,150
1122,460,1,565,2027-05-10 15:14:13,159
1123,103,1,547,2026-04-13 12:18:05,129
1124,453,2,557,2025-11-24 15:23:56,104
1125,94,3,503,2026-01-17 18:40:29,131
1126,180,2,553,2026-07-03 16:10:21,125
1127,291,2,566,2025-05-31 22:15:21,100
1128,271,2,514,2027-08-15 16:39:01,138
1129,96,3,580,2025-07-31 01:50:17,121
1130,82,2,542,2025-05-18 14:23:55,163
1131,75,1,536,2027-09-30 14:44:16,88
1132,140,1,556,2025-08-19 17:56:41,128
1133,222,3,543,2027-06-10 19:31:01,139
1134,453,1,533,2027-06-17 05:19:16,146
1135,152,3,511,2025-07-19 19:27:26,91
1136,422,2,595,2027-05-07 01:17:03,99
1137,457,2,588,2027-01-15 19:33:41,104
1138,283,2,524,2027-05-12 09:33:51,106
1139,53,3,582,2025-03-23 03:20:07,112
1140,171,2,566,2024-12-02 05:26:28,113
1141,189,1,524,2025-10-23 03:56:54,104
1142,281,2,576,2026-08-21 12:02:31,137
1143,150,2,574,2025-12-11 05:30:51,94
1144,453,1,528,2026-12-12 02:16:18,89
1145,99,1,547,2025-10-25 21:34:14,135
1146,6,2,519,2025-06-12 21:49:28,79
1147,499,2,593,2025-12-21 21:31:33,87
1148,448,1,537,2027-09-12 14:58:29,111
1149,394,1,599,2026-05-18 04:51:57,92
1150,417,2,575,2025-02-03 05:09:51,97
1151,271,1,579,2026-08-29 04:48:08,145
1152,445,2,574,2025-08-14 08:18:08,118
1153,424,1,577,2025-06-25 05:25:08,87
1154,355,2,516,2027-05-13 15:31:46,133
1155,359,1,582,2025-08-29 10:11:28,108
1156,262,3,559,2027-04-10 20:14:21,108
1157,346,1,504,2027-11-10 19:19:30,134
1158,141,3,534,2027-04-14 20:54:44,87
1159,316,1,507,2027-04-24 15:28:58,103
1160,49,1,521,2027-11-13 15:52:02,121
1161,74,2,519,2026-11-22 16:28:02,105
1162,252,2,543,2026-09-05 01:01:12,147
1163,56,2,505,2027-01-08 13:46:04,94
1164,142,2,599,2026-06-08 02:11:46,67
1165,477,3,506,2027-07-17 05:22:18,132
1166,199,1,577,2025-07-30 22:58:22,90
1167,276,1,594,2027-02-22 21:45:59,142
1168,272,2,583,2026-04-26 00:42:00,158
1169,426,1,533,2026-08-26 01:48:12,153
1170,471,1,532,2026-09-07 01:53:22,116
1171,295,1,582,2027-10-08 08:13:04,104
1172,66,1,503,2026-12-26 05:20:31,141
1173,115,2,530,2027-11-14 05:33:23,131
1174,22,2,583,2025-01-05 08:27:39,144
1175,74,1,580,2026-12-23 10:20:35,122
1176,98,1,568,2025-05-13 19:34:23,97
1177,86,1,513,2025-04-26 20:58:07,137
1178,137,1,521,2025-12-02 06:34:02,130
1179,154,2,595,2026-05-13 16:24:41,116
1180,123,2,554,2026-10-13 22:24:40,129
1181,299,2,564,2025-10-30 20:27:12,115
1182,48,3,600,2027-07-09 23:42:21,115
1183,141,3,558,2026-04-29 18:56:13,86
1184,159,1,518,2025-12-12 22:24:32,153
1185,367,2,519,2026-09-21 08:02:09,104
1186,396,1,518,2027-10-25 20:43:35,144
1187,421,2,525,2027-07-31 20:08:26,157
1188,88,3,539,2025-06-21 18:27:17,93
1189,140,1,599,2026-11-09 09:32:26,90
1190,321,1,582,2027-07-08 08:13:50,102
1191,229,1,515,2025-02-24 15:55:17,101
1192,120,1,563,2026-09-20 06:06:32,151
1193,31,2,503,2025-09-30 15:28:37,133
1194,184,2,593,2026-11-10 03:35:52,87
1195,262,1,592,2025-05-09 09:00:44,118
1196,83,3,592,2026-01-19 20:09:12,137
1197,270,2,532,2026-01-28 07:29:02,117
1198,383,3,587,2027-08-25 07:44:00,130
1199,382,1,503,2027-08-20 18:51:37,140
1200,118,2,523,2027-07-19 07:27:06,83
1201,227,2,526,2027-01-08 23:55:31,86
1202,283,2,541,2027-09-10 11:13:33,89
1203,314,1,520,2027-02-04 10:03:24,131
